section,category,metric,type,date,value
Vaccine Administration,Administration,Cumulative Weekly,Janssen,2021-06-13,211602
Vaccine Administration,Administration,Cumulative Weekly,Moderna,2021-06-13,2502490
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,2021-06-13,3304994
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,2021-06-13,3428
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-13,9528
Vaccine Administration,Administration,Daily,Janssen,2021-06-13,358
Vaccine Administration,Administration,Daily,Moderna,2021-06-13,2001
Vaccine Administration,Administration,Daily,Pfizer,2021-06-13,7164
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-13,1
Vaccine Administration,Administration,Weekly,All COVID Vaccines,2021-06-13,103007
Vaccine Administration,Administration,Weekly,Janssen,2021-06-13,4463
Vaccine Administration,Administration,Weekly,Moderna,2021-06-13,25593
Vaccine Administration,Administration,Weekly,Pfizer,2021-06-13,72893
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,2021-06-13,32
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-13,23092
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-13,718
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-06-13,10058
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-06-13,11733
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-06-13,512
Vaccine Administration,Administration_Additional,Cumulative Weekly,All COVID Vaccines,2021-06-13,23809
Vaccine Administration,Administration_Additional,Cumulative Weekly,Janssen,2021-06-13,775
Vaccine Administration,Administration_Additional,Cumulative Weekly,Moderna,2021-06-13,10344
Vaccine Administration,Administration_Additional,Cumulative Weekly,Pfizer,2021-06-13,12088
Vaccine Administration,Administration_Additional,Cumulative Weekly,Unspecified COVID Vaccine,2021-06-13,525
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-06-13,44
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-06-13,2
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-06-13,15
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-06-13,25
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-06-13,0
Vaccine Administration,Administration_Additional,Weekly,All COVID Vaccines,2021-06-13,756
Vaccine Administration,Administration_Additional,Weekly,Janssen,2021-06-13,59
Vaccine Administration,Administration_Additional,Weekly,Moderna,2021-06-13,301
Vaccine Administration,Administration_Additional,Weekly,Pfizer,2021-06-13,380
Vaccine Administration,Administration_Additional,Weekly,Unspecified COVID Vaccine,2021-06-13,13
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-06-13,5907832
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-06-13,206779
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-06-13,2468840
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-06-13,3227532
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-06-13,2885
Vaccine Administration,Administration_Series,Cumulative Weekly,All COVID Vaccines,2021-06-13,6000738
Vaccine Administration,Administration_Series,Cumulative Weekly,Janssen,2021-06-13,210827
Vaccine Administration,Administration_Series,Cumulative Weekly,Moderna,2021-06-13,2492146
Vaccine Administration,Administration_Series,Cumulative Weekly,Pfizer,2021-06-13,3292906
Vaccine Administration,Administration_Series,Cumulative Weekly,Unspecified COVID Vaccine,2021-06-13,2903
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-06-13,9484
Vaccine Administration,Administration_Series,Daily,Janssen,2021-06-13,356
Vaccine Administration,Administration_Series,Daily,Moderna,2021-06-13,1986
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-06-13,7139
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-06-13,1
Vaccine Administration,Administration_Series,Weekly,All COVID Vaccines,2021-06-13,102251
Vaccine Administration,Administration_Series,Weekly,Janssen,2021-06-13,4404
Vaccine Administration,Administration_Series,Weekly,Moderna,2021-06-13,25292
Vaccine Administration,Administration_Series,Weekly,Pfizer,2021-06-13,72513
Vaccine Administration,Administration_Series,Weekly,Unspecified COVID Vaccine,2021-06-13,19
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-06-13,4670045
Vaccine Administration,Distribution,Cumulative Weekly,Janssen,2021-06-13,204700
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-06-13,2010100
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-06-13,2455245
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-06-13,100
Vaccine Administration,Distribution,Weekly,Janssen,2021-06-13,0
Vaccine Administration,Distribution,Weekly,Moderna,2021-06-13,100
Vaccine Administration,Distribution,Weekly,Pfizer,2021-06-13,0
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-06-14,5946432
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-06-14,208334
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-06-14,2483201
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-06-14,3249621
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-06-14,3404
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-14,15508
Vaccine Administration,Administration,Daily,Janssen,2021-06-14,837
Vaccine Administration,Administration,Daily,Moderna,2021-06-14,4303
Vaccine Administration,Administration,Daily,Pfizer,2021-06-14,10356
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-14,7
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-14,23187
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-14,722
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-06-14,10105
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-06-14,11774
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-06-14,515
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-06-14,95
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-06-14,4
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-06-14,47
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-06-14,41
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-06-14,3
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-06-14,5923245
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-06-14,207612
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-06-14,2473096
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-06-14,3237847
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-06-14,2889
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-06-14,15413
Vaccine Administration,Administration_Series,Daily,Janssen,2021-06-14,833
Vaccine Administration,Administration_Series,Daily,Moderna,2021-06-14,4256
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-06-14,10315
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-06-14,4
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-06-15,5962480
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-06-15,209002
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-06-15,2487409
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-06-15,3260778
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-06-15,3412
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-15,16048
Vaccine Administration,Administration,Daily,Janssen,2021-06-15,668
Vaccine Administration,Administration,Daily,Moderna,2021-06-15,4208
Vaccine Administration,Administration,Daily,Pfizer,2021-06-15,11157
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-15,8
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-15,23312
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-15,727
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-06-15,10157
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-06-15,11837
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-06-15,520
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-06-15,125
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-06-15,5
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-06-15,52
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-06-15,63
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-06-15,5
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-06-15,5939168
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-06-15,208275
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-06-15,2477252
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-06-15,3248941
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-06-15,2892
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-06-15,15923
Vaccine Administration,Administration_Series,Daily,Janssen,2021-06-15,663
Vaccine Administration,Administration_Series,Daily,Moderna,2021-06-15,4156
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-06-15,11094
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-06-15,3
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-06-16,5978602
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-06-16,209690
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-06-16,2491236
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-06-16,3272375
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-06-16,3420
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-16,16122
Vaccine Administration,Administration,Daily,Janssen,2021-06-16,688
Vaccine Administration,Administration,Daily,Moderna,2021-06-16,3827
Vaccine Administration,Administration,Daily,Pfizer,2021-06-16,11597
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-16,8
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-16,23464
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-16,739
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-06-16,10213
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-06-16,11917
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-06-16,523
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-06-16,152
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-06-16,12
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-06-16,56
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-06-16,80
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-06-16,3
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-06-16,5955138
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-06-16,208951
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-06-16,2481023
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-06-16,3260458
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-06-16,2897
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-06-16,15970
Vaccine Administration,Administration_Series,Daily,Janssen,2021-06-16,676
Vaccine Administration,Administration_Series,Daily,Moderna,2021-06-16,3771
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-06-16,11517
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-06-16,5
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-06-17,5993939
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-06-17,210392
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-06-17,2494946
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-06-17,3283296
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-06-17,3423
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-17,15337
Vaccine Administration,Administration,Daily,Janssen,2021-06-17,702
Vaccine Administration,Administration,Daily,Moderna,2021-06-17,3710
Vaccine Administration,Administration,Daily,Pfizer,2021-06-17,10921
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-17,3
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-17,23606
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-17,760
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-06-17,10255
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-06-17,11996
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-06-17,523
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-06-17,142
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-06-17,21
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-06-17,42
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-06-17,79
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-06-17,0
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-06-17,5970333
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-06-17,209632
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-06-17,2484691
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-06-17,3271300
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-06-17,2900
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-06-17,15195
Vaccine Administration,Administration_Series,Daily,Janssen,2021-06-17,681
Vaccine Administration,Administration_Series,Daily,Moderna,2021-06-17,3668
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-06-17,10842
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-06-17,3
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-06-18,6012145
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-06-18,211177
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-06-18,2499362
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-06-18,3296294
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-06-18,3427
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-18,18206
Vaccine Administration,Administration,Daily,Janssen,2021-06-18,785
Vaccine Administration,Administration,Daily,Moderna,2021-06-18,4416
Vaccine Administration,Administration,Daily,Pfizer,2021-06-18,12998
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-18,4
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-18,23742
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-18,771
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-06-18,10316
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-06-18,12058
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-06-18,525
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-06-18,136
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-06-18,11
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-06-18,61
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-06-18,62
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-06-18,2
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-06-18,5988403
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-06-18,210406
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-06-18,2489046
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-06-18,3284236
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-06-18,2902
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-06-18,18070
Vaccine Administration,Administration_Series,Daily,Janssen,2021-06-18,774
Vaccine Administration,Administration_Series,Daily,Moderna,2021-06-18,4355
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-06-18,12936
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-06-18,2
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-06-19,6024402
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-06-19,211602
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-06-19,2502490
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-06-19,3304994
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-06-19,3428
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-19,12257
Vaccine Administration,Administration,Daily,Janssen,2021-06-19,425
Vaccine Administration,Administration,Daily,Moderna,2021-06-19,3128
Vaccine Administration,Administration,Daily,Pfizer,2021-06-19,8700
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-19,1
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-19,23804
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-19,775
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-06-19,10344
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-06-19,12088
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-06-19,525
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-06-19,62
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-06-19,4
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-06-19,28
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-06-19,30
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-06-19,0
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-06-19,6000598
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-06-19,210827
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-06-19,2492146
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-06-19,3292906
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-06-19,2903
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-06-19,12195
Vaccine Administration,Administration_Series,Daily,Janssen,2021-06-19,421
Vaccine Administration,Administration_Series,Daily,Moderna,2021-06-19,3100
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-06-19,8670
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-06-19,1
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-06-20,6030300
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-06-20,211849
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-06-20,2503997
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-06-20,3309133
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-06-20,3430
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,2021-06-20,6102461
Vaccine Administration,Administration,Cumulative Weekly,Janssen,2021-06-20,215645
Vaccine Administration,Administration,Cumulative Weekly,Moderna,2021-06-20,2521645
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,2021-06-20,3359672
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,2021-06-20,3451
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-20,5898
Vaccine Administration,Administration,Daily,Janssen,2021-06-20,247
Vaccine Administration,Administration,Daily,Moderna,2021-06-20,1507
Vaccine Administration,Administration,Daily,Pfizer,2021-06-20,4139
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-20,2
Vaccine Administration,Administration,Weekly,All COVID Vaccines,2021-06-20,77914
Vaccine Administration,Administration,Weekly,Janssen,2021-06-20,4043
Vaccine Administration,Administration,Weekly,Moderna,2021-06-20,19155
Vaccine Administration,Administration,Weekly,Pfizer,2021-06-20,54678
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,2021-06-20,23
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-20,23842
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-20,779
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-06-20,10356
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-06-20,12108
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-06-20,526
Vaccine Administration,Administration_Additional,Cumulative Weekly,All COVID Vaccines,2021-06-20,24472
Vaccine Administration,Administration_Additional,Cumulative Weekly,Janssen,2021-06-20,839
Vaccine Administration,Administration_Additional,Cumulative Weekly,Moderna,2021-06-20,10548
Vaccine Administration,Administration_Additional,Cumulative Weekly,Pfizer,2021-06-20,12474
Vaccine Administration,Administration_Additional,Cumulative Weekly,Unspecified COVID Vaccine,2021-06-20,533
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-06-20,38
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-06-20,4
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-06-20,12
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-06-20,20
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-06-20,1
Vaccine Administration,Administration_Additional,Weekly,All COVID Vaccines,2021-06-20,663
Vaccine Administration,Administration_Additional,Weekly,Janssen,2021-06-20,64
Vaccine Administration,Administration_Additional,Weekly,Moderna,2021-06-20,204
Vaccine Administration,Administration_Additional,Weekly,Pfizer,2021-06-20,386
Vaccine Administration,Administration_Additional,Weekly,Unspecified COVID Vaccine,2021-06-20,8
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-06-20,6006458
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-06-20,211070
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-06-20,2493641
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-06-20,3297025
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-06-20,2904
Vaccine Administration,Administration_Series,Cumulative Weekly,All COVID Vaccines,2021-06-20,6077989
Vaccine Administration,Administration_Series,Cumulative Weekly,Janssen,2021-06-20,214806
Vaccine Administration,Administration_Series,Cumulative Weekly,Moderna,2021-06-20,2511097
Vaccine Administration,Administration_Series,Cumulative Weekly,Pfizer,2021-06-20,3347198
Vaccine Administration,Administration_Series,Cumulative Weekly,Unspecified COVID Vaccine,2021-06-20,2918
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-06-20,5860
Vaccine Administration,Administration_Series,Daily,Janssen,2021-06-20,243
Vaccine Administration,Administration_Series,Daily,Moderna,2021-06-20,1495
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-06-20,4119
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-06-20,1
Vaccine Administration,Administration_Series,Weekly,All COVID Vaccines,2021-06-20,77251
Vaccine Administration,Administration_Series,Weekly,Janssen,2021-06-20,3979
Vaccine Administration,Administration_Series,Weekly,Moderna,2021-06-20,18951
Vaccine Administration,Administration_Series,Weekly,Pfizer,2021-06-20,54292
Vaccine Administration,Administration_Series,Weekly,Unspecified COVID Vaccine,2021-06-20,15
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-06-20,4670045
Vaccine Administration,Distribution,Cumulative Weekly,Janssen,2021-06-20,204700
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-06-20,2010100
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-06-20,2455245
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-06-20,0
Vaccine Administration,Distribution,Weekly,Janssen,2021-06-20,0
Vaccine Administration,Distribution,Weekly,Moderna,2021-06-20,0
Vaccine Administration,Distribution,Weekly,Pfizer,2021-06-20,0
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-06-21,6040127
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-06-21,212565
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-06-21,2506945
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-06-21,3315285
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-06-21,3438
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-21,9827
Vaccine Administration,Administration,Daily,Janssen,2021-06-21,716
Vaccine Administration,Administration,Daily,Moderna,2021-06-21,2948
Vaccine Administration,Administration,Daily,Pfizer,2021-06-21,6152
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-21,8
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-21,23970
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-21,788
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-06-21,10390
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-06-21,12188
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-06-21,531
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-06-21,128
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-06-21,9
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-06-21,34
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-06-21,80
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-06-21,5
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-06-21,6016157
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-06-21,211777
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-06-21,2496555
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-06-21,3303097
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-06-21,2907
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-06-21,9699
Vaccine Administration,Administration_Series,Daily,Janssen,2021-06-21,707
Vaccine Administration,Administration_Series,Daily,Moderna,2021-06-21,2914
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-06-21,6072
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-06-21,3
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-06-22,6054230
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-06-22,213308
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-06-22,2510147
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-06-22,3325439
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-06-22,3440
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-06-22,14103
Vaccine Administration,Administration,Daily,Janssen,2021-06-22,743
Vaccine Administration,Administration,Daily,Moderna,2021-06-22,3202
Vaccine Administration,Administration,Daily,Pfizer,2021-06-22,10154
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-06-22,2
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-06-22,24131
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-06-22,790
