section,category,metric,type,date,value,publish_date
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-18T00:00:00Z,8752,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-19T00:00:00Z,10415,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-20T00:00:00Z,9712,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-21T00:00:00Z,3780,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-22T00:00:00Z,6672,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-23T00:00:00Z,6800,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-24T00:00:00Z,6010,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-25T00:00:00Z,82,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-26T00:00:00Z,6628,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-27T00:00:00Z,7708,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-28T00:00:00Z,5099,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-29T00:00:00Z,8565,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-11-30T00:00:00Z,9906,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-01T00:00:00Z,10435,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-02T00:00:00Z,10464,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-03T00:00:00Z,14186,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-04T00:00:00Z,16238,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-05T00:00:00Z,7598,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-06T00:00:00Z,8191,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-07T00:00:00Z,9379,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-08T00:00:00Z,9590,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-09T00:00:00Z,9842,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-10T00:00:00Z,11352,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-11T00:00:00Z,11381,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-12T00:00:00Z,4100,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-13T00:00:00Z,7075,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-14T00:00:00Z,7207,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-15T00:00:00Z,6030,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-16T00:00:00Z,6738,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-17T00:00:00Z,8515,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-18T00:00:00Z,7524,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-19T00:00:00Z,3187,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-20T00:00:00Z,6570,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-21T00:00:00Z,7167,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-22T00:00:00Z,7348,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-23T00:00:00Z,5908,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-24T00:00:00Z,1694,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-25T00:00:00Z,44,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-26T00:00:00Z,1989,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-27T00:00:00Z,5490,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-28T00:00:00Z,6728,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-29T00:00:00Z,7045,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-30T00:00:00Z,6970,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2021-12-31T00:00:00Z,2741,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-01T00:00:00Z,583,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-02T00:00:00Z,2261,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-03T00:00:00Z,5788,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-04T00:00:00Z,5838,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-05T00:00:00Z,5458,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-06T00:00:00Z,5970,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-07T00:00:00Z,7379,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-08T00:00:00Z,6248,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-09T00:00:00Z,2349,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-10T00:00:00Z,4836,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-11T00:00:00Z,5583,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-12T00:00:00Z,5391,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-13T00:00:00Z,5682,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-14T00:00:00Z,6056,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-15T00:00:00Z,3554,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-16T00:00:00Z,1381,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-17T00:00:00Z,3066,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-18T00:00:00Z,4202,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-19T00:00:00Z,4085,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-20T00:00:00Z,4483,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-21T00:00:00Z,4765,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-22T00:00:00Z,2951,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-23T00:00:00Z,1376,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-24T00:00:00Z,3554,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-25T00:00:00Z,3300,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-26T00:00:00Z,3909,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-27T00:00:00Z,3640,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-28T00:00:00Z,5148,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-29T00:00:00Z,3408,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-30T00:00:00Z,1244,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-01-31T00:00:00Z,3156,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-01T00:00:00Z,3149,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-02T00:00:00Z,1720,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-03T00:00:00Z,3177,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-04T00:00:00Z,4506,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-05T00:00:00Z,2709,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-06T00:00:00Z,1104,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-07T00:00:00Z,2533,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-08T00:00:00Z,3027,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-09T00:00:00Z,2876,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-10T00:00:00Z,2992,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-11T00:00:00Z,3543,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-12T00:00:00Z,2173,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-13T00:00:00Z,857,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-14T00:00:00Z,1942,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-15T00:00:00Z,2173,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-16T00:00:00Z,2201,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-17T00:00:00Z,2264,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-18T00:00:00Z,3269,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-19T00:00:00Z,1689,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-20T00:00:00Z,824,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-21T00:00:00Z,1990,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-22T00:00:00Z,1630,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-23T00:00:00Z,1528,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-24T00:00:00Z,1844,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-25T00:00:00Z,2689,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-26T00:00:00Z,1458,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-27T00:00:00Z,737,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-02-28T00:00:00Z,1675,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-01T00:00:00Z,1517,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-02T00:00:00Z,1525,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-03T00:00:00Z,1515,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-04T00:00:00Z,2088,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-05T00:00:00Z,1012,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-06T00:00:00Z,444,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-07T00:00:00Z,1182,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-08T00:00:00Z,1338,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-09T00:00:00Z,1111,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-10T00:00:00Z,1308,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-11T00:00:00Z,1757,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-12T00:00:00Z,964,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-13T00:00:00Z,551,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-14T00:00:00Z,1088,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-15T00:00:00Z,1113,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-16T00:00:00Z,1072,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-17T00:00:00Z,874,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-18T00:00:00Z,1241,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-19T00:00:00Z,653,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-20T00:00:00Z,274,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-21T00:00:00Z,841,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-22T00:00:00Z,923,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-23T00:00:00Z,984,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-24T00:00:00Z,1080,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-25T00:00:00Z,1147,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-26T00:00:00Z,526,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-27T00:00:00Z,320,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-28T00:00:00Z,938,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-29T00:00:00Z,880,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-30T00:00:00Z,1017,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-03-31T00:00:00Z,1119,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-01T00:00:00Z,1314,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-02T00:00:00Z,638,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-03T00:00:00Z,408,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-04T00:00:00Z,881,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-05T00:00:00Z,889,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-06T00:00:00Z,901,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-07T00:00:00Z,1115,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-08T00:00:00Z,1199,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-09T00:00:00Z,666,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-10T00:00:00Z,381,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-11T00:00:00Z,889,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-12T00:00:00Z,912,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-13T00:00:00Z,865,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-14T00:00:00Z,957,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-15T00:00:00Z,1101,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-16T00:00:00Z,593,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-17T00:00:00Z,244,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-18T00:00:00Z,908,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-19T00:00:00Z,926,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-20T00:00:00Z,812,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-21T00:00:00Z,799,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-22T00:00:00Z,1106,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-23T00:00:00Z,554,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-24T00:00:00Z,358,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-25T00:00:00Z,757,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-26T00:00:00Z,745,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-27T00:00:00Z,843,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-28T00:00:00Z,811,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-29T00:00:00Z,958,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-04-30T00:00:00Z,467,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-01T00:00:00Z,245,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-02T00:00:00Z,718,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-03T00:00:00Z,748,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-04T00:00:00Z,726,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-05T00:00:00Z,803,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-06T00:00:00Z,923,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-07T00:00:00Z,453,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-08T00:00:00Z,158,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-09T00:00:00Z,715,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-10T00:00:00Z,797,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-11T00:00:00Z,713,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-12T00:00:00Z,821,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-13T00:00:00Z,905,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-14T00:00:00Z,432,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-15T00:00:00Z,277,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-16T00:00:00Z,773,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-17T00:00:00Z,757,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-18T00:00:00Z,747,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-19T00:00:00Z,767,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-20T00:00:00Z,937,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-21T00:00:00Z,429,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-22T00:00:00Z,224,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-23T00:00:00Z,848,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-24T00:00:00Z,823,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-25T00:00:00Z,837,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-26T00:00:00Z,867,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-27T00:00:00Z,928,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-28T00:00:00Z,330,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-29T00:00:00Z,210,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-30T00:00:00Z,79,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-05-31T00:00:00Z,960,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-01T00:00:00Z,784,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-02T00:00:00Z,750,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-03T00:00:00Z,818,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-04T00:00:00Z,404,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-05T00:00:00Z,238,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-06T00:00:00Z,748,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-07T00:00:00Z,843,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-08T00:00:00Z,732,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-09T00:00:00Z,647,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-10T00:00:00Z,785,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-11T00:00:00Z,305,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-12T00:00:00Z,211,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-13T00:00:00Z,718,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-14T00:00:00Z,708,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-15T00:00:00Z,643,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-16T00:00:00Z,707,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-17T00:00:00Z,747,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-18T00:00:00Z,330,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-19T00:00:00Z,157,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-20T00:00:00Z,604,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-21T00:00:00Z,735,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-22T00:00:00Z,1313,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-23T00:00:00Z,1310,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-24T00:00:00Z,1304,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-25T00:00:00Z,895,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-26T00:00:00Z,315,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-27T00:00:00Z,1265,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-28T00:00:00Z,1315,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-29T00:00:00Z,1274,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-06-30T00:00:00Z,1450,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-07-01T00:00:00Z,1372,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-07-02T00:00:00Z,415,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-07-03T00:00:00Z,248,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-07-04T00:00:00Z,32,2022-12-30
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Pfizer",2022-07-05T00:00:00Z,1120,2022-12-30
