section,category,metric,type,date,value,publish_date
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-16T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-17T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-18T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-19T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-20T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-21T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-22T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-23T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-24T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-25T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-26T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-27T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-28T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-29T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-30T00:00:00Z,19,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-03-31T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-01T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-02T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-03T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-04T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-05T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-06T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-07T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-08T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-09T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-10T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-11T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-12T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-13T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-14T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-15T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-16T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-17T00:00:00Z,20,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-18T00:00:00Z,21,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-19T00:00:00Z,21,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-20T00:00:00Z,21,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-21T00:00:00Z,21,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-22T00:00:00Z,21,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-23T00:00:00Z,21,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-24T00:00:00Z,21,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-25T00:00:00Z,21,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-26T00:00:00Z,21,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-27T00:00:00Z,22,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-28T00:00:00Z,22,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-29T00:00:00Z,22,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-04-30T00:00:00Z,22,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-01T00:00:00Z,22,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-02T00:00:00Z,22,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-03T00:00:00Z,22,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-04T00:00:00Z,22,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-05T00:00:00Z,23,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-06T00:00:00Z,23,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-07T00:00:00Z,23,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-08T00:00:00Z,23,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-09T00:00:00Z,23,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-10T00:00:00Z,23,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-11T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-12T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-13T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-14T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-15T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-16T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-17T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-18T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-19T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-20T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-21T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-22T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-23T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-24T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-25T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-26T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-27T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-28T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-29T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-30T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-05-31T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-01T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-02T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-03T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-04T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-05T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-06T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-07T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-08T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-09T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-10T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-11T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-12T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-13T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-14T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-15T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-16T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-17T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-18T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-19T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-20T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-21T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-22T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-23T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-24T00:00:00Z,24,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-25T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-26T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-27T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-28T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-29T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-06-30T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-01T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-02T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-03T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-04T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-05T00:00:00Z,25,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-06T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-07T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-08T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-09T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-10T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-11T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-12T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-13T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-14T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-15T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-16T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-17T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-18T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-19T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-20T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-21T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-22T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-23T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-24T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-25T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-26T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-27T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-28T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-29T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-30T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-07-31T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-01T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-02T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-03T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-04T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-05T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-06T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-07T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-08T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-09T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-10T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-11T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-12T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-13T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-14T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-15T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-16T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-17T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-18T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-19T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-20T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-21T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-22T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-23T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-24T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-25T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-26T00:00:00Z,26,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-27T00:00:00Z,27,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-28T00:00:00Z,27,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-29T00:00:00Z,27,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-30T00:00:00Z,28,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-08-31T00:00:00Z,28,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-01T00:00:00Z,33,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-02T00:00:00Z,33,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-03T00:00:00Z,33,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-04T00:00:00Z,33,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-05T00:00:00Z,34,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-06T00:00:00Z,34,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-07T00:00:00Z,34,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-08T00:00:00Z,35,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-09T00:00:00Z,36,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-10T00:00:00Z,36,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-11T00:00:00Z,36,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-12T00:00:00Z,37,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-13T00:00:00Z,38,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-14T00:00:00Z,39,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-15T00:00:00Z,44,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-16T00:00:00Z,45,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-17T00:00:00Z,45,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-18T00:00:00Z,45,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-19T00:00:00Z,45,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-20T00:00:00Z,45,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-21T00:00:00Z,45,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-22T00:00:00Z,45,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-23T00:00:00Z,45,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-24T00:00:00Z,46,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-25T00:00:00Z,46,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-26T00:00:00Z,46,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-27T00:00:00Z,47,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-28T00:00:00Z,49,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-29T00:00:00Z,49,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-09-30T00:00:00Z,49,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-01T00:00:00Z,59,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-02T00:00:00Z,59,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-03T00:00:00Z,60,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-04T00:00:00Z,61,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-05T00:00:00Z,61,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-06T00:00:00Z,62,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-07T00:00:00Z,63,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-08T00:00:00Z,63,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-09T00:00:00Z,63,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-10T00:00:00Z,65,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-11T00:00:00Z,66,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-12T00:00:00Z,71,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-13T00:00:00Z,73,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-14T00:00:00Z,74,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-15T00:00:00Z,74,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-16T00:00:00Z,74,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-17T00:00:00Z,74,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-18T00:00:00Z,75,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-19T00:00:00Z,76,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-20T00:00:00Z,77,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-21T00:00:00Z,77,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-22T00:00:00Z,79,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-23T00:00:00Z,80,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-24T00:00:00Z,81,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-25T00:00:00Z,82,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-26T00:00:00Z,82,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-27T00:00:00Z,83,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-28T00:00:00Z,84,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-29T00:00:00Z,84,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-30T00:00:00Z,85,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-10-31T00:00:00Z,85,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-01T00:00:00Z,94,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-02T00:00:00Z,95,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-03T00:00:00Z,96,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-04T00:00:00Z,98,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-05T00:00:00Z,99,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-06T00:00:00Z,102,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-07T00:00:00Z,104,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-08T00:00:00Z,105,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-09T00:00:00Z,106,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-10T00:00:00Z,106,2023-05-08
Vaccine Administration,Administration,Daily Cumulative,"Omicron Doses, Other",2022-11-11T00:00:00Z,110,2023-05-08
