section,category,metric,type,date,value
County-level Data,Doses Administered,Mesa County,Count,NA,25392
County-level Data,Doses Administered,Mineral County,Count,NA,458
County-level Data,Doses Administered,Moffat County,Count,NA,2634
County-level Data,Doses Administered,Montezuma County,Count,NA,7691
County-level Data,Doses Administered,Montrose County,Count,NA,7293
County-level Data,Doses Administered,Morgan County,Count,NA,4394
County-level Data,Doses Administered,Otero County,Count,NA,4888
County-level Data,Doses Administered,Other,Count,NA,16864
County-level Data,Doses Administered,Ouray County,Count,NA,1187
County-level Data,Doses Administered,Park County,Count,NA,2970
County-level Data,Doses Administered,Phillips County,Count,NA,1300
County-level Data,Doses Administered,Pitkin County,Count,NA,3800
County-level Data,Doses Administered,Prowers County,Count,NA,2316
County-level Data,Doses Administered,Pueblo County,Count,NA,37937
County-level Data,Doses Administered,Rio Blanco County,Count,NA,1633
County-level Data,Doses Administered,Rio Grande County,Count,NA,3194
County-level Data,Doses Administered,Routt County,Count,NA,6921
County-level Data,Doses Administered,Saguache County,Count,NA,1010
County-level Data,Doses Administered,San Juan County,Count,NA,498
County-level Data,Doses Administered,San Miguel County,Count,NA,1800
County-level Data,Doses Administered,Sedgwick County,Count,NA,1100
County-level Data,Doses Administered,Summit County,Count,NA,7494
County-level Data,Doses Administered,Teller County,Count,NA,5001
County-level Data,Doses Administered,Washington County,Count,NA,776
County-level Data,Doses Administered,Weld County,Count,NA,53631
County-level Data,Doses Administered,Yuma County,Count,NA,2712
County-level Data,"Doses Administered per 100,000 People",Adams County,"Rate per 100,000",NA,14703.843517383202
County-level Data,"Doses Administered per 100,000 People",Alamosa County,"Rate per 100,000",NA,26790.68042766207
County-level Data,"Doses Administered per 100,000 People",Arapahoe County,"Rate per 100,000",NA,17328.134563093197
County-level Data,"Doses Administered per 100,000 People",Archuleta County,"Rate per 100,000",NA,32016.854735037854
County-level Data,"Doses Administered per 100,000 People",Baca County,"Rate per 100,000",NA,28515.185601799774
County-level Data,"Doses Administered per 100,000 People",Bent County,"Rate per 100,000",NA,11262.504311831666
County-level Data,"Doses Administered per 100,000 People",Boulder County,"Rate per 100,000",NA,21370.62757516108
County-level Data,"Doses Administered per 100,000 People",Broomfield County,"Rate per 100,000",NA,23782.538650688224
County-level Data,"Doses Administered per 100,000 People",Chaffee County,"Rate per 100,000",NA,39531.457197583615
County-level Data,"Doses Administered per 100,000 People",Cheyenne County,"Rate per 100,000",NA,21808.219178082192
County-level Data,"Doses Administered per 100,000 People",Clear Creek County,"Rate per 100,000",NA,13891.1704312115
County-level Data,"Doses Administered per 100,000 People",Conejos County,"Rate per 100,000",NA,20401.9115304497
County-level Data,"Doses Administered per 100,000 People",Costilla County,"Rate per 100,000",NA,33264.46280991736
County-level Data,"Doses Administered per 100,000 People",Crowley County,"Rate per 100,000",NA,11903.18302387268
County-level Data,"Doses Administered per 100,000 People",Custer County,"Rate per 100,000",NA,25775.84502866179
County-level Data,"Doses Administered per 100,000 People",Delta County,"Rate per 100,000",NA,16976.22942931383
County-level Data,"Doses Administered per 100,000 People",Denver County,"Rate per 100,000",NA,19522.54336369832
County-level Data,"Doses Administered per 100,000 People",Dolores County,"Rate per 100,000",NA,24693.176239567994
County-level Data,"Doses Administered per 100,000 People",Douglas County,"Rate per 100,000",NA,19088.379873011538
County-level Data,"Doses Administered per 100,000 People",Eagle County,"Rate per 100,000",NA,25794.443435627385
County-level Data,"Doses Administered per 100,000 People",El Paso County,"Rate per 100,000",NA,14624.916781200647
County-level Data,"Doses Administered per 100,000 People",Elbert County,"Rate per 100,000",NA,9480.626545754329
County-level Data,"Doses Administered per 100,000 People",Fremont County,"Rate per 100,000",NA,20396.683807325007
County-level Data,"Doses Administered per 100,000 People",Garfield County,"Rate per 100,000",NA,23549.06262465098
County-level Data,"Doses Administered per 100,000 People",Gilpin County,"Rate per 100,000",NA,17779.565567176185
County-level Data,"Doses Administered per 100,000 People",Grand County,"Rate per 100,000",NA,17915.7653645502
County-level Data,"Doses Administered per 100,000 People",Gunnison County,"Rate per 100,000",NA,29488.425264361245
County-level Data,"Doses Administered per 100,000 People",Hinsdale County,"Rate per 100,000",NA,48595.8485958486
County-level Data,"Doses Administered per 100,000 People",Huerfano County,"Rate per 100,000",NA,30288.882404435368
County-level Data,"Doses Administered per 100,000 People",Jackson County,"Rate per 100,000",NA,24005.7845263919
County-level Data,"Doses Administered per 100,000 People",Jefferson County,"Rate per 100,000",NA,22677.123761535702
County-level Data,"Doses Administered per 100,000 People",Kiowa County,"Rate per 100,000",NA,35627.24014336918
County-level Data,"Doses Administered per 100,000 People",Kit Carson County,"Rate per 100,000",NA,19346.240179573513
County-level Data,"Doses Administered per 100,000 People",La Plata County,"Rate per 100,000",NA,27214.245095251634
County-level Data,"Doses Administered per 100,000 People",Lake County,"Rate per 100,000",NA,21903.22979829229
County-level Data,"Doses Administered per 100,000 People",Larimer County,"Rate per 100,000",NA,21084.333973967467
County-level Data,"Doses Administered per 100,000 People",Las Animas County,"Rate per 100,000",NA,33947.4228938108
County-level Data,"Doses Administered per 100,000 People",Lincoln County,"Rate per 100,000",NA,20484.891075193253
County-level Data,"Doses Administered per 100,000 People",Logan County,"Rate per 100,000",NA,19827.50752943324
County-level Data,"Doses Administered per 100,000 People",Mesa County,"Rate per 100,000",NA,16389.019769835995
County-level Data,"Doses Administered per 100,000 People",Mineral County,"Rate per 100,000",NA,59947.6439790576
County-level Data,"Doses Administered per 100,000 People",Moffat County,"Rate per 100,000",NA,19876.24509507999
County-level Data,"Doses Administered per 100,000 People",Montezuma County,"Rate per 100,000",NA,29399.847094801222
County-level Data,"Doses Administered per 100,000 People",Montrose County,"Rate per 100,000",NA,17053.66538056822
County-level Data,"Doses Administered per 100,000 People",Morgan County,"Rate per 100,000",NA,15160.08832459288
County-level Data,"Doses Administered per 100,000 People",Otero County,"Rate per 100,000",NA,26738.14342760243
County-level Data,"Doses Administered per 100,000 People",Other,"Rate per 100,000",NA,NA
County-level Data,"Doses Administered per 100,000 People",Ouray County,"Rate per 100,000",NA,24057.559789217674
County-level Data,"Doses Administered per 100,000 People",Park County,"Rate per 100,000",NA,15760.984928889831
County-level Data,"Doses Administered per 100,000 People",Phillips County,"Rate per 100,000",NA,30388.031790556335
County-level Data,"Doses Administered per 100,000 People",Pitkin County,"Rate per 100,000",NA,21401.216490200495
County-level Data,"Doses Administered per 100,000 People",Prowers County,"Rate per 100,000",NA,19105.758125721826
County-level Data,"Doses Administered per 100,000 People",Pueblo County,"Rate per 100,000",NA,22566.771756587947
County-level Data,"Doses Administered per 100,000 People",Rio Blanco County,"Rate per 100,000",NA,25891.866180434437
County-level Data,"Doses Administered per 100,000 People",Rio Grande County,"Rate per 100,000",NA,28421.427300231357
County-level Data,"Doses Administered per 100,000 People",Routt County,"Rate per 100,000",NA,26980.352409168878
County-level Data,"Doses Administered per 100,000 People",Saguache County,"Rate per 100,000",NA,14800.703399765533
County-level Data,"Doses Administered per 100,000 People",San Juan County,"Rate per 100,000",NA,68595.04132231405
County-level Data,"Doses Administered per 100,000 People",San Miguel County,"Rate per 100,000",NA,22021.04232933692
County-level Data,"Doses Administered per 100,000 People",Sedgwick County,"Rate per 100,000",NA,49349.48407357559
County-level Data,"Doses Administered per 100,000 People",Summit County,"Rate per 100,000",NA,24187.457638059583
County-level Data,"Doses Administered per 100,000 People",Teller County,"Rate per 100,000",NA,19723.9203312956
County-level Data,"Doses Administered per 100,000 People",Washington County,"Rate per 100,000",NA,16364.403205398567
County-level Data,"Doses Administered per 100,000 People",Weld County,"Rate per 100,000",NA,16564.89469148729
County-level Data,"Doses Administered per 100,000 People",Yuma County,"Rate per 100,000",NA,26950.213653979925
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,0-9,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,10-19,NA,0.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,10-19,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,10-19,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,10-19,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,10-19,NA,0.7000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,10-19,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,10-19,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,10-19,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,10-19,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,10-19,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,10-19,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,10-19,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,10-19,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,10-19,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,10-19,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,10-19,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,10-19,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,20-29,NA,10.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,20-29,NA,8.200000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,20-29,NA,6.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,20-29,NA,12.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,20-29,NA,6.6000000000000005
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,20-29,NA,7.199999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,20-29,NA,6.6000000000000005
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,20-29,NA,7.199999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,20-29,NA,7.199999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,20-29,NA,4.1000000000000005
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,20-29,NA,6.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,20-29,NA,4.3999999999999995
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,20-29,NA,2.9000000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,20-29,NA,4.5
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,20-29,NA,4.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,20-29,NA,7.6
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,20-29,NA,3.6999999999999997
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,30-39,NA,14.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,30-39,NA,12.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,30-39,NA,8.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,30-39,NA,18.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,30-39,NA,10.6
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,30-39,NA,10.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,30-39,NA,11.200000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,30-39,NA,9.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,30-39,NA,11.600000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,30-39,NA,7.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,30-39,NA,11.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,30-39,NA,7.8
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,30-39,NA,5.2
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,30-39,NA,7.5
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,30-39,NA,8.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,30-39,NA,11.3
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,30-39,NA,7.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,40-49,NA,12.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,40-49,NA,12.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,40-49,NA,10.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,40-49,NA,11.200000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,40-49,NA,14.299999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,40-49,NA,10.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,40-49,NA,10.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,40-49,NA,10.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,40-49,NA,12.4
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,40-49,NA,7.199999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,40-49,NA,11.600000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,40-49,NA,9.6
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,40-49,NA,6.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,40-49,NA,7.9
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,40-49,NA,8.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,40-49,NA,11.4
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,40-49,NA,8.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,50-59,NA,10.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,50-59,NA,10.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,50-59,NA,10.100000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,50-59,NA,8.200000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,50-59,NA,12.6
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,50-59,NA,10.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,50-59,NA,10
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,50-59,NA,8.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,50-59,NA,12.6
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,50-59,NA,9.4
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,50-59,NA,10.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,50-59,NA,11
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,50-59,NA,9.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,50-59,NA,9.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,50-59,NA,9.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,50-59,NA,9.8
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,50-59,NA,8.799999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,60-69,NA,12.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,60-69,NA,13.600000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,60-69,NA,14.399999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,60-69,NA,12.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,60-69,NA,12.5
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,60-69,NA,16.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,60-69,NA,14.499999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,60-69,NA,13.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,60-69,NA,14.799999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,60-69,NA,19.7
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,60-69,NA,18.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,60-69,NA,14.2
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,60-69,NA,20.599999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,60-69,NA,23
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,60-69,NA,21.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,60-69,NA,14.099999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,60-69,NA,18
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,70-79,NA,26.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,70-79,NA,29.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,70-79,NA,34.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,70-79,NA,25.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,70-79,NA,29.9
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,70-79,NA,30.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,70-79,NA,31.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,70-79,NA,34.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,70-79,NA,26.700000000000003
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,70-79,NA,31.5
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,70-79,NA,31.900000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,70-79,NA,35.199999999999996
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,70-79,NA,36.6
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,70-79,NA,34.300000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,70-79,NA,33.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,70-79,NA,31.5
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,70-79,NA,37.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,80+,NA,11.899999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,80+,NA,13
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,80+,NA,15.299999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,80+,NA,11.200000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,80+,NA,12.7
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,80+,NA,14.099999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,80+,NA,15.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,80+,NA,16
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,80+,NA,14.399999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,80+,NA,20.599999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,80+,NA,9.700000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,80+,NA,17.599999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,80+,NA,19
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,80+,NA,13.100000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,80+,NA,12.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,80+,NA,13.8
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,80+,NA,15.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Sex: Female,NA,64.60000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Sex: Female,NA,63
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Sex: Female,NA,61
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Sex: Female,NA,62.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Sex: Female,NA,61.8
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Sex: Female,NA,62.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Sex: Female,NA,61.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Sex: Female,NA,61.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Sex: Female,NA,62.9
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Sex: Female,NA,59.199999999999996
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Sex: Female,NA,56.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Sex: Female,NA,58.8
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Sex: Female,NA,56.10000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Sex: Female,NA,55.900000000000006
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Sex: Female,NA,55.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Sex: Female,NA,62.8
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Sex: Female,NA,55.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Sex: Male,NA,34.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Sex: Male,NA,36.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Sex: Male,NA,38.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Sex: Male,NA,36.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Sex: Male,NA,38
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Sex: Male,NA,37.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Sex: Male,NA,37.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Sex: Male,NA,38.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Sex: Male,NA,37.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Sex: Male,NA,40.699999999999996
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Sex: Male,NA,43.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Sex: Male,NA,41.099999999999994
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Sex: Male,NA,43.7
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Sex: Male,NA,44
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Sex: Male,NA,44.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Sex: Male,NA,37.1
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Sex: Male,NA,44.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Sex: Unknown,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Sex: Unknown,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Sex: Unknown,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Sex: Unknown,NA,0.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Sex: Unknown,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Sex: Unknown,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Sex: Unknown,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Sex: Unknown,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Sex: Unknown,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Sex: Unknown,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Sex: Unknown,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Sex: Unknown,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Sex: Unknown,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Sex: Unknown,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Sex: Unknown,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Sex: Unknown,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Sex: Unknown,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,American Indian or Alaskan Native - Non Hispanic,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,American Indian or Alaskan Native - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,American Indian or Alaskan Native - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,American Indian or Alaskan Native - Non Hispanic,NA,0.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,American Indian or Alaskan Native - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,American Indian or Alaskan Native - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,American Indian or Alaskan Native - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,American Indian or Alaskan Native - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,American Indian or Alaskan Native - Non Hispanic,NA,0.2
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,American Indian or Alaskan Native - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,American Indian or Alaskan Native - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,American Indian or Alaskan Native - Non Hispanic,NA,0.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,American Indian or Alaskan Native - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,American Indian or Alaskan Native - Non Hispanic,NA,0.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,American Indian or Alaskan Native - Non Hispanic,NA,7.000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,American Indian or Alaskan Native - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,American Indian or Alaskan Native - Non Hispanic,NA,0.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Asian - Non Hispanic,NA,2.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Asian - Non Hispanic,NA,3.5000000000000004
